"","tract","county","estimate","moe","variable","dataset"
"888",105.05,"spokane",80,84,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"889",9601,"lincoln",28,21,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"890",9602,"lincoln",361,92,"estimate_total_with_an_internet_subscription_satellite_internet_service","internet_subscriptions_in_household"
"891",9505,"adams",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"892",9601,"asotin",47,37,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"893",9502,"adams",34,20,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"894",9603,"lincoln",42,22,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"895",9602,"asotin",13,21,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"896",9501,"adams",20,27,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"897",9504,"adams",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"898",9503.01,"adams",5,8,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"899",9604,"lincoln",15,15,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"900",9503.03,"adams",16,26,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"901",9603,"asotin",10,15,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"902",9503.02,"adams",8,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"903",9604,"asotin",12,22,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"904",9605,"asotin",15,25,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"905",9606,"asotin",57,59,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"906",9703,"garfield",14,21,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"907",9400,"ferry",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"908",9701,"ferry",18,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"909",9702,"ferry",10,11,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"910",105.06,"spokane",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"911",105.07,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"912",105.08,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"913",106.01,"spokane",9,14,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"914",106.03,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"915",106.04,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"916",9601,"lincoln",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"917",107.01,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"918",9602,"lincoln",31,23,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"919",107.02,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"920",135.02,"spokane",30,48,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"921",108,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"922",135.03,"spokane",74,89,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"923",109.01,"spokane",8,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"924",136,"spokane",134,89,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"925",109.02,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"926",137,"spokane",42,25,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"927",110,"spokane",10,16,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"928",138,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"929",111.02,"spokane",17,22,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"930",139,"spokane",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"931",111.03,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"932",140.01,"spokane",58,56,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"933",111.04,"spokane",16,27,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"934",140.02,"spokane",44,46,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"935",112.02,"spokane",10,10,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"936",141,"spokane",80,62,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"937",112.03,"spokane",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"938",142,"spokane",38,34,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"939",112.04,"spokane",9,14,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"940",143,"spokane",74,37,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"941",113.01,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"942",144,"spokane",9,15,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"943",113.02,"spokane",2,4,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"944",145,"spokane",25,29,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"945",114,"spokane",24,28,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"946",9410,"stevens",7,8,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"947",115,"spokane",20,25,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"948",9501.01,"stevens",16,17,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"949",116,"spokane",8,9,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"950",9501.02,"stevens",111,131,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"951",117.01,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"952",9502,"stevens",62,45,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"953",117.02,"spokane",57,70,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"954",9503,"stevens",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"955",118,"spokane",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"956",9505,"stevens",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"957",119,"spokane",21,22,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"958",9506,"stevens",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"959",120,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"960",2.01,"spokane",7,11,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"961",9507,"stevens",21,17,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"962",121,"spokane",21,30,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"963",2.02,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"964",9508,"stevens",32,30,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"965",122,"spokane",18,25,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"966",3.01,"spokane",28,34,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"967",9509,"stevens",6,6,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"968",123,"spokane",78,85,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"969",3.02,"spokane",3,19,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"970",9511,"stevens",30,27,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"971",124.01,"spokane",20,31,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"972",4,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"973",9513.01,"stevens",22,17,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"974",124.02,"spokane",58,69,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"975",5,"spokane",4,7,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"976",9513.02,"stevens",35,21,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"977",125,"spokane",59,66,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"978",6,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"979",9514.01,"stevens",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"980",126,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"981",7,"spokane",10,17,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"982",9514.02,"stevens",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"983",127.01,"spokane",26,31,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"984",8,"spokane",26,22,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"985",127.02,"spokane",26,25,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"986",9,"spokane",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"987",128.01,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"988",10,"spokane",21,24,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"989",128.02,"spokane",29,31,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"990",11,"spokane",26,31,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"991",129.01,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"992",12,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"993",129.02,"spokane",45,54,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"994",13,"spokane",10,15,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"995",130.01,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"996",14,"spokane",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"997",130.02,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"998",15,"spokane",22,27,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"999",130.03,"spokane",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1000",16,"spokane",9,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1001",131.01,"spokane",110,127,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1002",18,"spokane",8,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1003",131.02,"spokane",54,84,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1004",19,"spokane",36,47,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1005",132.01,"spokane",15,27,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1006",20,"spokane",18,29,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1007",132.03,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1008",21,"spokane",6,9,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1009",132.04,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1010",23,"spokane",6,14,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1011",132.05,"spokane",14,23,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1012",24,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1013",133,"spokane",54,57,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1014",25.01,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1015",134.01,"spokane",10,16,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1016",25.02,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1017",135.01,"spokane",42,46,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1018",25.03,"spokane",42,64,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1019",44,"spokane",62,55,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1020",26,"spokane",44,69,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1021",45,"spokane",7,10,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1022",29,"spokane",9,19,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1023",46.01,"spokane",98,117,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1024",30,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1025",46.02,"spokane",43,44,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1026",31,"spokane",101,106,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1027",47.01,"spokane",71,97,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1028",32,"spokane",14,22,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1029",47.02,"spokane",83,79,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1030",35,"spokane",25,25,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1031",48,"spokane",59,49,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1032",36.01,"spokane",23,36,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1033",49,"spokane",113,88,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1034",36.02,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1035",50,"spokane",54,54,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1036",38,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1037",101.01,"spokane",40,37,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1038",39,"spokane",30,40,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1039",101.02,"spokane",57,62,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1040",40.01,"spokane",74,88,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1041",102.01,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1042",40.02,"spokane",32,53,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1043",102.03,"spokane",17,27,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1044",41,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1045",102.04,"spokane",95,69,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1046",42,"spokane",24,36,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1047",103.01,"spokane",82,78,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1048",43,"spokane",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1049",103.03,"spokane",99,47,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1050",103.04,"spokane",70,58,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1051",103.05,"spokane",76,60,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1052",104.01,"spokane",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1053",104.03,"spokane",60,52,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1054",104.04,"spokane",20,32,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1055",105.04,"spokane",9,14,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1056",105.05,"spokane",58,72,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1057",1,"whitman",0,18,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1058",2.01,"whitman",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1059",2.02,"whitman",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1060",3,"whitman",25,29,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1061",4,"whitman",29,33,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1062",5,"whitman",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1063",6.01,"whitman",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1064",6.02,"whitman",0,13,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1065",7,"whitman",71,29,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1066",8,"whitman",47,39,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1067",9,"whitman",19,11,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1068",10,"whitman",17,11,"estimate_total_with_an_internet_subscription_other_service","internet_subscriptions_in_household"
"1069",9501,"adams",52,35,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1070",9502,"adams",9,7,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1071",9503.01,"adams",11,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1072",9503.02,"adams",18,21,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1073",9503.03,"adams",9,24,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1074",9504,"adams",23,28,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1075",9505,"adams",99,98,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1076",9601,"asotin",30,28,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1077",107.02,"spokane",11,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1078",9603,"lincoln",26,28,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1079",9602,"asotin",12,19,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1080",108,"spokane",28,19,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1081",9604,"lincoln",8,6,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1082",9603,"asotin",16,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1083",109.01,"spokane",13,19,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1084",9604,"asotin",9,9,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1085",109.02,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1086",9605,"asotin",24,22,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1087",110,"spokane",7,11,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1088",9606,"asotin",11,17,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1089",111.02,"spokane",33,28,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1090",9703,"garfield",15,14,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1091",111.03,"spokane",36,57,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1092",111.04,"spokane",15,24,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1093",112.02,"spokane",42,45,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1094",112.03,"spokane",94,81,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1095",112.04,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1096",113.01,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1097",113.02,"spokane",79,122,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1098",114,"spokane",0,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1099",115,"spokane",13,14,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1100",116,"spokane",3,4,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1101",117.01,"spokane",13,15,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1102",117.02,"spokane",164,114,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1103",118,"spokane",360,317,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1104",119,"spokane",36,50,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1105",120,"spokane",9,16,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1106",121,"spokane",17,20,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1107",122,"spokane",23,20,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1108",123,"spokane",62,77,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1109",124.01,"spokane",150,179,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1110",124.02,"spokane",12,19,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1111",125,"spokane",19,23,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1112",126,"spokane",70,44,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1113",127.01,"spokane",101,66,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1114",127.02,"spokane",13,16,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1115",128.01,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1116",128.02,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1117",129.01,"spokane",28,43,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1118",129.02,"spokane",127,89,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1119",130.01,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1120",130.02,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1121",130.03,"spokane",81,68,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1122",131.01,"spokane",64,74,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1123",131.02,"spokane",20,31,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1124",132.01,"spokane",34,42,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1125",132.03,"spokane",23,27,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1126",132.04,"spokane",51,62,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1127",132.05,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1128",133,"spokane",53,39,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1129",134.01,"spokane",14,15,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1130",135.01,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1131",135.02,"spokane",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1132",135.03,"spokane",18,30,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1133",136,"spokane",17,19,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1134",137,"spokane",24,21,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1135",138,"spokane",82,108,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1136",139,"spokane",0,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1137",140.01,"spokane",67,58,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1138",140.02,"spokane",62,57,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1139",141,"spokane",57,70,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1140",142,"spokane",58,46,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1141",143,"spokane",16,14,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1142",144,"spokane",46,53,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1143",145,"spokane",49,36,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1144",9410,"stevens",30,19,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1145",9501.01,"stevens",83,44,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1146",9501.02,"stevens",11,18,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1147",9502,"stevens",80,59,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1148",9503,"stevens",7,12,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1149",9505,"stevens",40,41,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1150",9506,"stevens",0,13,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1151",9507,"stevens",37,28,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1152",9508,"stevens",46,46,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1153",9509,"stevens",23,14,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1154",1,"whitman",52,40,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1155",9511,"stevens",52,40,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1156",2.01,"whitman",28,29,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1157",9513.01,"stevens",23,32,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1158",2.02,"whitman",19,31,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1159",9513.02,"stevens",37,34,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
"1160",3,"whitman",14,24,"estimate_total_internet_access_without_a_subscription","internet_subscriptions_in_household"
